surf_m, surf_b, x_m, y_m, Yaw_m, x_b, y_b, Yaw_b, var_meas_x, var_meas_y, var_meas_Yaw, var_err_x, var_err_y, var_err_Yaw

2237.7833460636625,1.1381165301427245,-1.8887824867848457,-0.017851185707779337,3.0798413209583702,-1.8482674265433607,-0.016503332881823429,3.1294606723010623,2.250280972513227e-07,5.1666009359890831e-11,4.9771443949684484e-06,0.0016416906339064635,1.8167578731265066e-06,0.0024669576291766302
2116.2066648716759,4.9705587464384733,-1.9441206171800069,-0.016928790430720833,3.0721648268285136,-1.9022534338242822,-0.015324317180855678,3.1229033318843169,3.7502620877557243e-07,8.6302024098289873e-11,3.6685489159412812e-06,0.0017532285678265409,2.5744189855164593e-06,0.0025779910732354207
1990.3161430546827,2.2709311420097946,-2.0001637543830602,-0.016529747386780761,3.1042144206660769,-1.9429929593190056,-0.015392445780534518,3.1459642152978007,7.4219758715455535e-07,1.5210591651151492e-10,7.0590035674044172e-06,0.0032692271618915301,1.2936040073684661e-06,0.001749963175287126
1807.8070757446251,1.4540412303432821,-2.103283396521614,-0.01616696893353994,3.1383140204398354,-2.0413365621958448,-0.014853132371296532,3.1103906519225912,5.2177698205901815e-07,3.0128207516578841e-10,8.985195731643539e-06,0.003837921624426666,1.7264617687212349e-06,0.00078852000116683152
1735.091541923061,4.332122214362025,-2.142259302135646,-0.016640255876374056,3.1076502768608338,-2.0882060984496906,-0.016114594273072231,3.1306893976039469,2.4491664848785235e-07,6.5116203193851692e-11,8.9604860171543519e-06,0.0029219888470309496,2.7638393506497793e-07,0.00053958236091253492
1646.0612944512814,1.2304937856644391,-2.1990423999941502,-0.015199215566190012,3.1443166291332618,-2.137139442742463,-0.014938335376510183,3.0980434117792752,4.2170896182735004e-07,6.3244246524275121e-10,1.416787291409348e-05,0.0038323893912868769,6.8678266983321819e-08,0.0021550951597451794
1570.2141632002033,0.43096280694007871,-2.2489972077287699,-0.018002750822101409,3.1503209193048374,-2.1911888239872082,-0.01730651299998829,3.1163287409033855,5.5732376654592064e-07,3.9331332919374184e-10,3.8187168316212463e-06,0.0033423554081028089,4.8513255200343466e-07,0.0011592105349711298
1497.9517620891147,2.2802286056801675,-2.308091382341952,-0.016696140373893654,3.0821719071946747,-2.2505728124574187,-0.01602229296750346,3.1191885825917347,3.1746653648632643e-07,3.2584733849140657e-10,1.1121711619850472e-05,0.0033086969987677468,4.5438965749050673e-07,0.0013811335348388036
1440.8254717070608,1.2054824907891453,-2.3561704698474042,-0.019285721004097617,3.1339352523098074,-2.2810532712449172,-0.018737569946199271,3.1113261603311479,6.2856311143659733e-07,7.1447235513155363e-10,0.00046419528186813228,0.0056432095177346023,3.0116976518310511e-07,0.00096608241633023293
1362.3369925906509,142.20450436206534,-2.421222913724526,-0.018989237833587122,3.0845814419650708,-2.3525917233951663,-0.018201224599786806,3.1475534540707519,2.9643200414328365e-07,8.4640485652891635e-11,3.2969818323168501e-05,0.0047105307893888582,6.2104780432037692e-07,0.0039977847305947226
1301.0008760939352,170.48017234539614,-2.4728388748948373,-0.018302214558935291,3.077497224720338,-2.3923689965137767,-0.017794582092379302,3.1313511225026769,1.6421159946371356e-06,1.1599286397800327e-09,9.7593048012905621e-05,0.006477010600337358,2.5882745116870357e-07,0.0029958834934033173
